size,sortedness,uniqueRatio,bestAlgorithm,datasetType
106,0.00,1.0000,Insertion,Reversed
396,0.00,1.0000,Insertion,Reversed
152,0.00,1.0000,Insertion,Reversed
203,0.00,1.0000,Insertion,Reversed
271,0.00,1.0000,Insertion,Reversed
46,0.00,1.0000,Insertion,Reversed
368,0.00,1.0000,Insertion,Reversed
397,0.00,1.0000,Merge,Reversed
80,0.00,1.0000,Insertion,Reversed
220,0.00,1.0000,Insertion,Reversed
149,0.00,1.0000,Insertion,Reversed
308,0.00,1.0000,Insertion,Reversed
63,0.00,1.0000,Insertion,Reversed
126,0.00,1.0000,Insertion,Reversed
367,0.00,1.0000,Insertion,Reversed
48,0.00,1.0000,Insertion,Reversed
357,0.00,1.0000,Insertion,Reversed
464,0.00,1.0000,Insertion,Reversed
116,0.00,1.0000,Insertion,Reversed
351,0.00,1.0000,Insertion,Reversed
34,0.00,1.0000,Insertion,Reversed
456,0.00,1.0000,Merge,Reversed
325,0.00,1.0000,Insertion,Reversed
154,0.00,1.0000,Insertion,Reversed
385,0.00,1.0000,Insertion,Reversed
416,0.00,1.0000,Insertion,Reversed
216,0.00,1.0000,Insertion,Reversed
18,0.00,1.0000,Bubble,Reversed
334,0.00,1.0000,Insertion,Reversed
250,0.00,1.0000,Insertion,Reversed
358,0.00,1.0000,Insertion,Reversed
137,0.00,1.0000,Insertion,Reversed
411,0.00,1.0000,Insertion,Reversed
480,0.00,1.0000,Insertion,Reversed
249,0.00,1.0000,Insertion,Reversed
236,0.00,1.0000,Insertion,Reversed
309,0.00,1.0000,Insertion,Reversed
238,0.00,1.0000,Insertion,Reversed
291,0.00,1.0000,Insertion,Reversed
84,0.00,1.0000,Insertion,Reversed
499,0.00,1.0000,Merge,Reversed
393,0.00,1.0000,Insertion,Reversed
191,0.00,1.0000,Insertion,Reversed
461,0.00,1.0000,Insertion,Reversed
256,0.00,1.0000,Insertion,Reversed
400,0.00,1.0000,Insertion,Reversed
323,0.00,1.0000,Insertion,Reversed
129,0.00,1.0000,Insertion,Reversed
171,0.00,1.0000,Insertion,Reversed
334,0.00,1.0000,Insertion,Reversed
367,0.00,1.0000,Insertion,Reversed
208,0.00,1.0000,Insertion,Reversed
456,0.00,1.0000,Insertion,Reversed
242,0.00,1.0000,Insertion,Reversed
28,0.00,1.0000,Insertion,Reversed
403,0.00,1.0000,Insertion,Reversed
364,0.00,1.0000,Insertion,Reversed
41,0.00,1.0000,Insertion,Reversed
411,0.00,1.0000,Insertion,Reversed
157,0.00,1.0000,Insertion,Reversed
432,0.00,1.0000,Insertion,Reversed
407,0.00,1.0000,Insertion,Reversed
372,0.00,1.0000,Insertion,Reversed
103,0.00,1.0000,Insertion,Reversed
296,0.00,1.0000,Insertion,Reversed
389,0.00,1.0000,Insertion,Reversed
312,0.00,1.0000,Insertion,Reversed
134,0.00,1.0000,Insertion,Reversed
180,0.00,1.0000,Insertion,Reversed
499,0.00,1.0000,Insertion,Reversed
167,0.00,1.0000,Insertion,Reversed
295,0.00,1.0000,Insertion,Reversed
364,0.00,1.0000,Insertion,Reversed
251,0.00,1.0000,Insertion,Reversed
110,0.00,1.0000,Insertion,Reversed
135,0.00,1.0000,Insertion,Reversed
97,0.00,1.0000,Insertion,Reversed
420,0.00,1.0000,Insertion,Reversed
395,0.00,1.0000,Insertion,Reversed
55,0.00,1.0000,Insertion,Reversed
125,0.00,1.0000,Insertion,Reversed
213,0.00,1.0000,Insertion,Reversed
270,0.00,1.0000,Insertion,Reversed
480,0.00,1.0000,Merge,Reversed
309,0.00,1.0000,Quick,Reversed
469,0.00,1.0000,Insertion,Reversed
430,0.00,1.0000,Insertion,Reversed
155,0.00,1.0000,Insertion,Reversed
409,0.00,1.0000,Insertion,Reversed
492,0.00,1.0000,Merge,Reversed
452,0.00,1.0000,Insertion,Reversed
479,0.00,1.0000,Merge,Reversed
347,0.00,1.0000,Insertion,Reversed
397,0.00,1.0000,Insertion,Reversed
485,0.00,1.0000,Merge,Reversed
344,0.00,1.0000,Insertion,Reversed
79,0.00,1.0000,Insertion,Reversed
451,0.00,1.0000,Merge,Reversed
283,0.00,1.0000,Insertion,Reversed
482,0.00,1.0000,Merge,Reversed
120,0.00,1.0000,Insertion,Reversed
257,0.00,1.0000,Insertion,Reversed
115,0.00,1.0000,Insertion,Reversed
454,0.00,1.0000,Merge,Reversed
260,0.00,1.0000,Insertion,Reversed
33,0.00,1.0000,Insertion,Reversed
364,0.00,1.0000,Insertion,Reversed
153,0.00,1.0000,Insertion,Reversed
224,0.00,1.0000,Insertion,Reversed
51,0.00,1.0000,Insertion,Reversed
236,0.00,1.0000,Insertion,Reversed
280,0.00,1.0000,Insertion,Reversed
264,0.00,1.0000,Insertion,Reversed
447,0.00,1.0000,Insertion,Reversed
370,0.00,1.0000,Insertion,Reversed
240,0.00,1.0000,Insertion,Reversed
490,0.00,1.0000,Merge,Reversed
392,0.00,1.0000,Insertion,Reversed
251,0.00,1.0000,Insertion,Reversed
270,0.00,1.0000,Insertion,Reversed
414,0.00,1.0000,Insertion,Reversed
146,0.00,1.0000,Insertion,Reversed
236,0.00,1.0000,Insertion,Reversed
81,0.00,1.0000,Insertion,Reversed
327,0.00,1.0000,Insertion,Reversed
360,0.00,1.0000,Insertion,Reversed
148,0.00,1.0000,Insertion,Reversed
313,0.00,1.0000,Insertion,Reversed
427,0.00,1.0000,Insertion,Reversed
218,0.00,1.0000,Insertion,Reversed
491,0.00,1.0000,Merge,Reversed
421,0.00,1.0000,Insertion,Reversed
430,0.00,1.0000,Insertion,Reversed
310,0.00,1.0000,Insertion,Reversed
78,0.00,1.0000,Insertion,Reversed
395,0.00,1.0000,Insertion,Reversed
231,0.00,1.0000,Insertion,Reversed
75,0.00,1.0000,Insertion,Reversed
117,0.00,1.0000,Insertion,Reversed
429,0.00,1.0000,Insertion,Reversed
39,0.00,1.0000,Insertion,Reversed
34,0.00,1.0000,Insertion,Reversed
78,0.00,1.0000,Insertion,Reversed
334,0.00,1.0000,Insertion,Reversed
458,0.00,1.0000,Merge,Reversed
322,0.00,1.0000,Insertion,Reversed
330,0.00,1.0000,Insertion,Reversed
58,0.00,1.0000,Insertion,Reversed
458,0.00,1.0000,Merge,Reversed
40,0.00,1.0000,Insertion,Reversed
121,0.00,1.0000,Insertion,Reversed
299,0.00,1.0000,Insertion,Reversed
56,0.00,1.0000,Insertion,Reversed
204,0.00,1.0000,Insertion,Reversed
455,0.00,1.0000,Insertion,Reversed
177,0.00,1.0000,Insertion,Reversed
230,0.00,1.0000,Insertion,Reversed
188,0.00,1.0000,Insertion,Reversed
57,0.00,1.0000,Insertion,Reversed
384,0.00,1.0000,Insertion,Reversed
111,0.00,1.0000,Insertion,Reversed
431,0.00,1.0000,Merge,Reversed
179,0.00,1.0000,Insertion,Reversed
441,0.00,1.0000,Insertion,Reversed
347,0.00,1.0000,Insertion,Reversed
309,0.00,1.0000,Insertion,Reversed
392,0.00,1.0000,Merge,Reversed
465,0.00,1.0000,Merge,Reversed
427,0.00,1.0000,Insertion,Reversed
291,0.00,1.0000,Insertion,Reversed
344,0.00,1.0000,Insertion,Reversed
402,0.00,1.0000,Insertion,Reversed
391,0.00,1.0000,Insertion,Reversed
471,0.00,1.0000,Insertion,Reversed
146,0.00,1.0000,Insertion,Reversed
388,0.00,1.0000,Insertion,Reversed
329,0.00,1.0000,Insertion,Reversed
146,0.00,1.0000,Insertion,Reversed
479,0.00,1.0000,Merge,Reversed
59,0.00,1.0000,Insertion,Reversed
231,0.00,1.0000,Insertion,Reversed
405,0.00,1.0000,Insertion,Reversed
428,0.00,1.0000,Insertion,Reversed
252,0.00,1.0000,Insertion,Reversed
278,0.00,1.0000,Insertion,Reversed
449,0.00,1.0000,Merge,Reversed
254,0.00,1.0000,Insertion,Reversed
181,0.00,1.0000,Insertion,Reversed
421,0.00,1.0000,Merge,Reversed
440,0.00,1.0000,Insertion,Reversed
92,0.00,1.0000,Insertion,Reversed
254,0.00,1.0000,Insertion,Reversed
116,0.00,1.0000,Insertion,Reversed
185,0.00,1.0000,Insertion,Reversed
90,0.00,1.0000,Insertion,Reversed
402,0.00,1.0000,Insertion,Reversed
278,0.00,1.0000,Insertion,Reversed
259,0.00,1.0000,Insertion,Reversed
73,0.00,1.0000,Insertion,Reversed
171,0.00,1.0000,Insertion,Reversed
325,0.00,1.0000,Insertion,Reversed
44,0.00,1.0000,Insertion,Reversed
104,0.00,1.0000,Insertion,Reversed
492,0.00,1.0000,Merge,Reversed
196,0.00,1.0000,Insertion,Reversed
83,0.00,1.0000,Insertion,Reversed
187,0.00,1.0000,Insertion,Reversed
473,0.00,1.0000,Insertion,Reversed
339,0.00,1.0000,Insertion,Reversed
63,0.00,1.0000,Insertion,Reversed
427,0.00,1.0000,Insertion,Reversed
228,0.00,1.0000,Insertion,Reversed
121,0.00,1.0000,Insertion,Reversed
275,0.00,1.0000,Insertion,Reversed
335,0.00,1.0000,Insertion,Reversed
183,0.00,1.0000,Insertion,Reversed
331,0.00,1.0000,Insertion,Reversed
374,0.00,1.0000,Insertion,Reversed
387,0.00,1.0000,Insertion,Reversed
106,0.00,1.0000,Insertion,Reversed
213,0.00,1.0000,Insertion,Reversed
58,0.00,1.0000,Insertion,Reversed
252,0.00,1.0000,Insertion,Reversed
137,0.00,1.0000,Insertion,Reversed
335,0.00,1.0000,Insertion,Reversed
337,0.00,1.0000,Insertion,Reversed
421,0.00,1.0000,Insertion,Reversed
151,0.00,1.0000,Insertion,Reversed
347,0.00,1.0000,Insertion,Reversed
253,0.00,1.0000,Insertion,Reversed
368,0.00,1.0000,Insertion,Reversed
142,0.00,1.0000,Insertion,Reversed
197,0.00,1.0000,Insertion,Reversed
410,0.00,1.0000,Insertion,Reversed
98,0.00,1.0000,Insertion,Reversed
143,0.00,1.0000,Insertion,Reversed
220,0.00,1.0000,Insertion,Reversed
446,0.00,1.0000,Insertion,Reversed
163,0.00,1.0000,Insertion,Reversed
353,0.00,1.0000,Insertion,Reversed
190,0.00,1.0000,Insertion,Reversed
455,0.00,1.0000,Insertion,Reversed
358,0.00,1.0000,Insertion,Reversed
360,0.00,1.0000,Insertion,Reversed
54,0.00,1.0000,Insertion,Reversed
159,0.00,1.0000,Insertion,Reversed
453,0.00,1.0000,Insertion,Reversed
350,0.00,1.0000,Insertion,Reversed
420,0.00,1.0000,Insertion,Reversed
276,0.00,1.0000,Insertion,Reversed
113,0.00,1.0000,Insertion,Reversed
426,0.00,1.0000,Insertion,Reversed
113,0.00,1.0000,Insertion,Reversed
244,0.00,1.0000,Insertion,Reversed
285,0.00,1.0000,Insertion,Reversed
105,0.00,1.0000,Insertion,Reversed
356,0.00,1.0000,Insertion,Reversed
96,0.00,1.0000,Insertion,Reversed
104,0.00,1.0000,Insertion,Reversed
388,0.00,1.0000,Insertion,Reversed
18,0.00,1.0000,Bubble,Reversed
244,0.00,1.0000,Insertion,Reversed
35,0.00,1.0000,Insertion,Reversed
453,0.00,1.0000,Insertion,Reversed
146,0.00,1.0000,Insertion,Reversed
421,0.00,1.0000,Insertion,Reversed
202,0.00,1.0000,Insertion,Reversed
426,0.00,1.0000,Insertion,Reversed
111,0.00,1.0000,Insertion,Reversed
322,0.00,1.0000,Insertion,Reversed
67,0.00,1.0000,Insertion,Reversed
46,0.00,1.0000,Insertion,Reversed
97,0.00,1.0000,Insertion,Reversed
85,0.00,1.0000,Insertion,Reversed
442,0.00,1.0000,Insertion,Reversed
21,0.00,1.0000,Bubble,Reversed
97,0.00,1.0000,Insertion,Reversed
195,0.00,1.0000,Insertion,Reversed
290,0.00,1.0000,Insertion,Reversed
241,0.00,1.0000,Insertion,Reversed
246,0.00,1.0000,Insertion,Reversed
373,0.00,1.0000,Insertion,Reversed
260,0.00,1.0000,Insertion,Reversed
340,0.00,1.0000,Insertion,Reversed
414,0.00,1.0000,Insertion,Reversed
172,0.00,1.0000,Insertion,Reversed
182,0.00,1.0000,Insertion,Reversed
495,0.00,1.0000,Merge,Reversed
253,0.00,1.0000,Insertion,Reversed
191,0.00,1.0000,Insertion,Reversed
277,0.00,1.0000,Insertion,Reversed
124,0.00,1.0000,Insertion,Reversed
51,0.00,1.0000,Insertion,Reversed
37,0.00,1.0000,Insertion,Reversed
200,0.00,1.0000,Insertion,Reversed
128,0.00,1.0000,Insertion,Reversed
254,0.00,1.0000,Insertion,Reversed
363,0.00,1.0000,Insertion,Reversed
188,0.00,1.0000,Insertion,Reversed
148,0.00,1.0000,Insertion,Reversed
111,0.00,1.0000,Insertion,Reversed
357,0.00,1.0000,Insertion,Reversed
170,0.00,1.0000,Insertion,Reversed
342,0.00,1.0000,Insertion,Reversed
400,0.00,1.0000,Insertion,Reversed
107,0.00,1.0000,Insertion,Reversed
88,0.00,1.0000,Insertion,Reversed
463,0.00,1.0000,Insertion,Reversed
78,0.00,1.0000,Insertion,Reversed
391,0.00,1.0000,Insertion,Reversed
11,0.00,1.0000,Bubble,Reversed
300,0.00,1.0000,Insertion,Reversed
420,0.00,1.0000,Insertion,Reversed
162,0.00,1.0000,Insertion,Reversed
205,0.00,1.0000,Insertion,Reversed
389,0.00,1.0000,Insertion,Reversed
269,0.00,1.0000,Insertion,Reversed
384,0.00,1.0000,Insertion,Reversed
60,0.00,1.0000,Insertion,Reversed
443,0.00,1.0000,Insertion,Reversed
193,0.00,1.0000,Insertion,Reversed
127,0.00,1.0000,Insertion,Reversed
455,0.00,1.0000,Merge,Reversed
779,0.00,1.0000,Merge,Reversed
1878,0.00,1.0000,Merge,Reversed
105,0.00,1.0000,Insertion,Reversed
643,0.00,1.0000,Merge,Reversed
803,0.00,1.0000,Merge,Reversed
460,0.00,1.0000,Insertion,Reversed
164,0.00,1.0000,Insertion,Reversed
1392,0.00,1.0000,Merge,Reversed
517,0.00,1.0000,Insertion,Reversed
1247,0.00,1.0000,Merge,Reversed
1549,0.00,1.0000,Merge,Reversed
1467,0.00,1.0000,Merge,Reversed
1465,0.00,1.0000,Merge,Reversed
687,0.00,1.0000,Merge,Reversed
176,0.00,1.0000,Insertion,Reversed
398,0.00,1.0000,Insertion,Reversed
1283,0.00,1.0000,Merge,Reversed
1906,0.00,1.0000,Merge,Reversed
272,0.00,1.0000,Insertion,Reversed
368,0.00,1.0000,Insertion,Reversed
1397,0.00,1.0000,Merge,Reversed
1053,0.00,1.0000,Merge,Reversed
1325,0.00,1.0000,Merge,Reversed
407,0.00,1.0000,Insertion,Reversed
571,0.00,1.0000,Insertion,Reversed
1228,0.00,1.0000,Merge,Reversed
1454,0.00,1.0000,Merge,Reversed
1744,0.00,1.0000,Merge,Reversed
1551,0.00,1.0000,Merge,Reversed
1996,0.00,1.0000,Merge,Reversed
285,0.00,1.0000,Insertion,Reversed
719,0.00,1.0000,Merge,Reversed
1172,0.00,1.0000,Merge,Reversed
394,0.00,1.0000,Insertion,Reversed
1370,0.00,1.0000,Merge,Reversed
1549,0.00,1.0000,Merge,Reversed
1010,0.00,1.0000,Merge,Reversed
1965,0.00,1.0000,Merge,Reversed
1207,0.00,1.0000,Merge,Reversed
1262,0.00,1.0000,Merge,Reversed
121,0.00,1.0000,Insertion,Reversed
216,0.00,1.0000,Insertion,Reversed
1246,0.00,1.0000,Merge,Reversed
1953,0.00,1.0000,Merge,Reversed
1261,0.00,1.0000,Merge,Reversed
460,0.00,1.0000,Merge,Reversed
526,0.00,1.0000,Merge,Reversed
714,0.00,1.0000,Merge,Reversed
954,0.00,1.0000,Merge,Reversed
1800,0.00,1.0000,Merge,Reversed
1468,0.00,1.0000,Merge,Reversed
983,0.00,1.0000,Merge,Reversed
246,0.00,1.0000,Insertion,Reversed
164,0.00,1.0000,Insertion,Reversed
752,0.00,1.0000,Merge,Reversed
1076,0.00,1.0000,Merge,Reversed
859,0.00,1.0000,Merge,Reversed
1906,0.00,1.0000,Merge,Reversed
1976,0.00,1.0000,Merge,Reversed
580,0.00,1.0000,Merge,Reversed
680,0.00,1.0000,Merge,Reversed
353,0.00,1.0000,Insertion,Reversed
1893,0.00,1.0000,Merge,Reversed
735,0.00,1.0000,Merge,Reversed
945,0.00,1.0000,Merge,Reversed
103,0.00,1.0000,Insertion,Reversed
583,0.00,1.0000,Merge,Reversed
414,0.00,1.0000,Insertion,Reversed
953,0.00,1.0000,Merge,Reversed
1853,0.00,1.0000,Merge,Reversed
583,0.00,1.0000,Merge,Reversed
1091,0.00,1.0000,Merge,Reversed
1601,0.00,1.0000,Merge,Reversed
1252,0.00,1.0000,Merge,Reversed
1692,0.00,1.0000,Merge,Reversed
197,0.00,1.0000,Insertion,Reversed
207,0.00,1.0000,Insertion,Reversed
1256,0.00,1.0000,Merge,Reversed
363,0.00,1.0000,Insertion,Reversed
774,0.00,1.0000,Merge,Reversed
754,0.00,1.0000,Merge,Reversed
791,0.00,1.0000,Merge,Reversed
1399,0.00,1.0000,Merge,Reversed
476,0.00,1.0000,Merge,Reversed
782,0.00,1.0000,Merge,Reversed
1856,0.00,1.0000,Merge,Reversed
158,0.00,1.0000,Insertion,Reversed
142,0.00,1.0000,Insertion,Reversed
1441,0.00,1.0000,Merge,Reversed
862,0.00,1.0000,Merge,Reversed
1080,0.00,1.0000,Merge,Reversed
1461,0.00,1.0000,Merge,Reversed
1290,0.00,1.0000,Merge,Reversed
1031,0.00,1.0000,Merge,Reversed
1278,0.00,1.0000,Merge,Reversed
1013,0.00,1.0000,Merge,Reversed
575,0.00,1.0000,Merge,Reversed
1197,0.00,1.0000,Merge,Reversed
194,0.00,1.0000,Insertion,Reversed
800,0.00,1.0000,Merge,Reversed
1053,0.00,1.0000,Merge,Reversed
167,0.00,1.0000,Insertion,Reversed
1534,0.00,1.0000,Merge,Reversed
1893,0.00,1.0000,Merge,Reversed
1312,0.00,1.0000,Merge,Reversed
887,0.00,1.0000,Merge,Reversed
1451,0.00,1.0000,Merge,Reversed
1089,0.00,1.0000,Merge,Reversed
987,0.00,1.0000,Merge,Reversed
896,0.00,1.0000,Merge,Reversed
702,0.00,1.0000,Merge,Reversed
522,0.00,1.0000,Merge,Reversed
349,0.00,1.0000,Insertion,Reversed
451,0.00,1.0000,Merge,Reversed
120,0.00,1.0000,Insertion,Reversed
1564,0.00,1.0000,Merge,Reversed
1908,0.00,1.0000,Merge,Reversed
1301,0.00,1.0000,Merge,Reversed
1151,0.00,1.0000,Merge,Reversed
1191,0.00,1.0000,Merge,Reversed
1525,0.00,1.0000,Merge,Reversed
1366,0.00,1.0000,Merge,Reversed
1913,0.00,1.0000,Merge,Reversed
388,0.00,1.0000,Insertion,Reversed
1098,0.00,1.0000,Merge,Reversed
666,0.00,1.0000,Merge,Reversed
1390,0.00,1.0000,Merge,Reversed
484,0.00,1.0000,Merge,Reversed
1373,0.00,1.0000,Merge,Reversed
1394,0.00,1.0000,Merge,Reversed
1927,0.00,1.0000,Merge,Reversed
1706,0.00,1.0000,Merge,Reversed
953,0.00,1.0000,Merge,Reversed
229,0.00,1.0000,Insertion,Reversed
1079,0.00,1.0000,Merge,Reversed
1897,0.00,1.0000,Merge,Reversed
677,0.00,1.0000,Merge,Reversed
1505,0.00,1.0000,Merge,Reversed
538,0.00,1.0000,Merge,Reversed
1496,0.00,1.0000,Merge,Reversed
1081,0.00,1.0000,Merge,Reversed
1838,0.00,1.0000,Merge,Reversed
1548,0.00,1.0000,Merge,Reversed
214,0.00,1.0000,Insertion,Reversed
1807,0.00,1.0000,Merge,Reversed
1234,0.00,1.0000,Merge,Reversed
181,0.00,1.0000,Insertion,Reversed
673,0.00,1.0000,Insertion,Reversed
606,0.00,1.0000,Merge,Reversed
1850,0.00,1.0000,Merge,Reversed
344,0.00,1.0000,Insertion,Reversed
386,0.00,1.0000,Insertion,Reversed
1600,0.00,1.0000,Merge,Reversed
1963,0.00,1.0000,Merge,Reversed
624,0.00,1.0000,Merge,Reversed
1010,0.00,1.0000,Merge,Reversed
1490,0.00,1.0000,Merge,Reversed
860,0.00,1.0000,Merge,Reversed
1894,0.00,1.0000,Merge,Reversed
401,0.00,1.0000,Insertion,Reversed
500,0.00,1.0000,Insertion,Reversed
282,0.00,1.0000,Insertion,Reversed
1036,0.00,1.0000,Merge,Reversed
328,0.00,1.0000,Insertion,Reversed
397,0.00,1.0000,Insertion,Reversed
338,0.00,1.0000,Insertion,Reversed
1915,0.00,1.0000,Merge,Reversed
1273,0.00,1.0000,Merge,Reversed
573,0.00,1.0000,Quick,Reversed
1835,0.00,1.0000,Merge,Reversed
565,0.00,1.0000,Merge,Reversed
1864,0.00,1.0000,Merge,Reversed
259,0.00,1.0000,Insertion,Reversed
1956,0.00,1.0000,Merge,Reversed
618,0.00,1.0000,Merge,Reversed
1075,0.00,1.0000,Merge,Reversed
1542,0.00,1.0000,Merge,Reversed
774,0.00,1.0000,Merge,Reversed
909,0.00,1.0000,Merge,Reversed
1553,0.00,1.0000,Merge,Reversed
427,0.00,1.0000,Insertion,Reversed
1044,0.00,1.0000,Merge,Reversed
675,0.00,1.0000,Merge,Reversed
249,0.00,1.0000,Insertion,Reversed
894,0.00,1.0000,Merge,Reversed
1600,0.00,1.0000,Merge,Reversed
488,0.00,1.0000,Merge,Reversed
516,0.00,1.0000,Merge,Reversed
757,0.00,1.0000,Merge,Reversed
283,0.00,1.0000,Insertion,Reversed
758,0.00,1.0000,Merge,Reversed
650,0.00,1.0000,Merge,Reversed
1777,0.00,1.0000,Merge,Reversed
583,0.00,1.0000,Merge,Reversed
1099,0.00,1.0000,Merge,Reversed
428,0.00,1.0000,Insertion,Reversed
1005,0.00,1.0000,Merge,Reversed
258,0.00,1.0000,Insertion,Reversed
227,0.00,1.0000,Insertion,Reversed
694,0.00,1.0000,Merge,Reversed
1726,0.00,1.0000,Merge,Reversed
1801,0.00,1.0000,Merge,Reversed
740,0.00,1.0000,Merge,Reversed
1058,0.00,1.0000,Merge,Reversed
322,0.00,1.0000,Insertion,Reversed
772,0.00,1.0000,Merge,Reversed
1425,0.00,1.0000,Merge,Reversed
1291,0.00,1.0000,Merge,Reversed
1436,0.00,1.0000,Merge,Reversed
1697,0.00,1.0000,Merge,Reversed
1152,0.00,1.0000,Merge,Reversed
935,0.00,1.0000,Merge,Reversed
301,0.00,1.0000,Insertion,Reversed
1344,0.00,1.0000,Merge,Reversed
677,0.00,1.0000,Merge,Reversed
907,0.00,1.0000,Merge,Reversed
1269,0.00,1.0000,Merge,Reversed
504,0.00,1.0000,Insertion,Reversed
339,0.00,1.0000,Insertion,Reversed
998,0.00,1.0000,Merge,Reversed
489,0.00,1.0000,Merge,Reversed
681,0.00,1.0000,Merge,Reversed
1176,0.00,1.0000,Merge,Reversed
441,0.00,1.0000,Insertion,Reversed
994,0.00,1.0000,Merge,Reversed
1413,0.00,1.0000,Merge,Reversed
903,0.00,1.0000,Merge,Reversed
1990,0.00,1.0000,Merge,Reversed
356,0.00,1.0000,Insertion,Reversed
1931,0.00,1.0000,Merge,Reversed
1207,0.00,1.0000,Merge,Reversed
256,0.00,1.0000,Insertion,Reversed
887,0.00,1.0000,Merge,Reversed
1483,0.00,1.0000,Merge,Reversed
956,0.00,1.0000,Merge,Reversed
512,0.00,1.0000,Insertion,Reversed
712,0.00,1.0000,Merge,Reversed
1928,0.00,1.0000,Merge,Reversed
384,0.00,1.0000,Insertion,Reversed
1745,0.00,1.0000,Merge,Reversed
997,0.00,1.0000,Merge,Reversed
1011,0.00,1.0000,Merge,Reversed
935,0.00,1.0000,Merge,Reversed
415,0.00,1.0000,Insertion,Reversed
885,0.00,1.0000,Merge,Reversed
1691,0.00,1.0000,Merge,Reversed
1795,0.00,1.0000,Merge,Reversed
249,0.00,1.0000,Insertion,Reversed
1971,0.00,1.0000,Merge,Reversed
875,0.00,1.0000,Merge,Reversed
751,0.00,1.0000,Merge,Reversed
1754,0.00,1.0000,Merge,Reversed
1960,0.00,1.0000,Merge,Reversed
334,0.00,1.0000,Insertion,Reversed
927,0.00,1.0000,Merge,Reversed
643,0.00,1.0000,Merge,Reversed
1514,0.00,1.0000,Merge,Reversed
320,0.00,1.0000,Insertion,Reversed
1596,0.00,1.0000,Merge,Reversed
138,0.00,1.0000,Insertion,Reversed
1771,0.00,1.0000,Merge,Reversed
1549,0.00,1.0000,Merge,Reversed
974,0.00,1.0000,Merge,Reversed
1818,0.00,1.0000,Merge,Reversed
1170,0.00,1.0000,Merge,Reversed
955,0.00,1.0000,Merge,Reversed
1019,0.00,1.0000,Merge,Reversed
1183,0.00,1.0000,Merge,Reversed
792,0.00,1.0000,Merge,Reversed
869,0.00,1.0000,Merge,Reversed
1830,0.00,1.0000,Merge,Reversed
649,0.00,1.0000,Merge,Reversed
342,0.00,1.0000,Insertion,Reversed
677,0.00,1.0000,Merge,Reversed
895,0.00,1.0000,Merge,Reversed
836,0.00,1.0000,Merge,Reversed
1510,0.00,1.0000,Merge,Reversed
434,0.00,1.0000,Insertion,Reversed
842,0.00,1.0000,Merge,Reversed
183,0.00,1.0000,Insertion,Reversed
1338,0.00,1.0000,Merge,Reversed
707,0.00,1.0000,Merge,Reversed
1089,0.00,1.0000,Merge,Reversed
1514,0.00,1.0000,Merge,Reversed
411,0.00,1.0000,Insertion,Reversed
492,0.00,1.0000,Merge,Reversed
1564,0.00,1.0000,Merge,Reversed
1209,0.00,1.0000,Merge,Reversed
187,0.00,1.0000,Insertion,Reversed
1960,0.00,1.0000,Merge,Reversed
1659,0.00,1.0000,Merge,Reversed
242,0.00,1.0000,Insertion,Reversed
1766,0.00,1.0000,Merge,Reversed
1385,0.00,1.0000,Merge,Reversed
245,0.00,1.0000,Insertion,Reversed
771,0.00,1.0000,Merge,Reversed
1280,0.00,1.0000,Merge,Reversed
1788,0.00,1.0000,Merge,Reversed
1947,0.00,1.0000,Merge,Reversed
1562,0.00,1.0000,Merge,Reversed
1822,0.00,1.0000,Merge,Reversed
1606,0.00,1.0000,Merge,Reversed
1217,0.00,1.0000,Merge,Reversed
1348,0.00,1.0000,Merge,Reversed
695,0.00,1.0000,Merge,Reversed
260,0.00,1.0000,Insertion,Reversed
1712,0.00,1.0000,Merge,Reversed
1535,0.00,1.0000,Merge,Reversed
1714,0.00,1.0000,Merge,Reversed
847,0.00,1.0000,Merge,Reversed
345,0.00,1.0000,Insertion,Reversed
1905,0.00,1.0000,Merge,Reversed
1951,0.00,1.0000,Merge,Reversed
1611,0.00,1.0000,Merge,Reversed
1392,0.00,1.0000,Merge,Reversed
1646,0.00,1.0000,Merge,Reversed
786,0.00,1.0000,Merge,Reversed
339,0.00,1.0000,Insertion,Reversed
735,0.00,1.0000,Merge,Reversed
850,0.00,1.0000,Merge,Reversed
242,0.00,1.0000,Insertion,Reversed
600,0.00,1.0000,Merge,Reversed
1331,0.00,1.0000,Merge,Reversed
461,0.00,1.0000,Insertion,Reversed
506,0.00,1.0000,Merge,Reversed
101,0.00,1.0000,Insertion,Reversed
1435,0.00,1.0000,Merge,Reversed
1690,0.00,1.0000,Merge,Reversed
1063,0.00,1.0000,Merge,Reversed
352,0.00,1.0000,Insertion,Reversed
511,0.00,1.0000,Insertion,Reversed
219,0.00,1.0000,Insertion,Reversed
1600,0.00,1.0000,Merge,Reversed
1303,0.00,1.0000,Merge,Reversed
4760,0.00,1.0000,Merge,Reversed
2506,0.00,1.0000,Merge,Reversed
4639,0.00,1.0000,Merge,Reversed
3678,0.00,1.0000,Merge,Reversed
2647,0.00,1.0000,Merge,Reversed
2031,0.00,1.0000,Merge,Reversed
3668,0.00,1.0000,Merge,Reversed
1754,0.00,1.0000,Merge,Reversed
1462,0.00,1.0000,Merge,Reversed
4020,0.00,1.0000,Merge,Reversed
1521,0.00,1.0000,Merge,Reversed
4195,0.00,1.0000,Merge,Reversed
1487,0.00,1.0000,Merge,Reversed
